ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
4/13/2022,20,79121,618,Employed,Doctorate,0,8143,48,Married,2,Rent,415,0.316610878,2,1,0.254022521,0,Home,0,33,3,1233,514,42859,5010,6593.416667,0.962730026,6,37849,0.194143,0.165896164,233.2412688,0.098316442,1,41.6
4/14/2022,45,42937,651,Employed,Bachelor,21,16706,48,Married,3,Rent,351,0.015244134,5,4,0.232700003,0,Debt Consolidation,0,25,8,1818,583,244658,23169,3578.083333,0.9212522,5,221489,0.186206,0.159608435,473.1177741,0.230323807,1,34.4
4/15/2022,33,107385,617,Employed,Bachelor,10,16071,36,Single,0,Mortgage,305,0.282177781,1,1,0.077444185,0,Education,0,24,15,2612,1570,161364,58662,5416.833333,0.801331919,4,102702,0.192571,0.224032272,617.1162802,0.170231614,0,42
4/16/2022,50,42693,473,Employed,Associate,26,13016,72,Married,1,Own,222,0.125860889,4,2,0.514765527,0,Debt Consolidation,1,23,26,1199,1701,228743,7134,3557.75,0.972117576,1,221609,0.291516,0.290188511,383.3798791,0.170158072,1,48
4/17/2022,40,24371,585,Employed,Bachelor,21,24768,72,Widowed,2,Own,470,0.269853155,3,1,0.201769518,0,Home,0,19,20,1810,166,11370,56294,2030.916667,0.603353873,5,7717,0.247268,0.220441011,622.9724476,0.538167058,0,54
4/18/2022,44,90666,621,Employed,Master,26,19999,48,Single,3,Mortgage,445,0.458821244,3,0,0.523665564,0,Auto,0,20,12,3200,2514,34338,55669,7555.5,0.868953037,9,6298,0.204499,0.202788307,611.5518113,0.139838768,1,44
4/19/2022,28,27673,477,Employed,High School,5,27266,48,Married,4,Own,790,0.110379792,3,0,0.139751383,0,Home,0,13,4,2778,565,342253,63517,2306.083333,0.824684842,4,278736,0.283766,0.303385956,987.116242,0.770620999,0,48
4/20/2022,32,18322,483,Employed,High School,12,12551,36,Married,1,Mortgage,422,0.094043033,4,1,0.039764692,0,Debt Consolidation,0,24,8,14547,679,27022,20721,1526.833333,0.743365022,5,6301,0.256051,0.232719167,487.6262826,0.595760037,0,52
4/21/2022,34,25992,439,Employed,High School,12,10278,60,Single,2,Mortgage,373,0.394851735,0,2,0.388305983,0,Auto,0,20,25,3106,719,88087,64717,2166,0.879555616,5,23370,0.295778,0.278562342,319.1231273,0.319539763,0,56
4/22/2022,50,35524,611,Self-Employed,Bachelor,28,30763,96,Married,3,Mortgage,233,0.133233536,3,1,0.380610239,0,Education,0,34,17,1700,611,6017,72500,2960.333333,0.887241876,6,1815,0.260263,0.260428903,765.0250632,0.337132664,0,54
4/23/2022,60,76406,533,Employed,High School,34,33285,60,Single,0,Own,386,0.13049038,2,1,0.163305979,0,Education,0,18,12,5706,7448,28859,85372,6367.166667,0.669869594,9,3382,0.271785,0.287754434,1051.982345,0.225843365,0,49
4/24/2022,30,44457,449,Self-Employed,High School,7,14463,48,Married,3,Mortgage,287,0.281289839,4,2,0.550782416,0,Education,0,24,24,3311,1954,221661,16769,3704.75,0.657265216,6,204892,0.284963,0.273594226,498.7794591,0.212100536,1,46.4
4/25/2022,52,106219,621,Unemployed,High School,29,18426,12,Divorced,0,Mortgage,340,0.169451382,4,0,0.382330492,0,Debt Consolidation,0,27,9,1086,4925,30953,60598,8851.583333,0.747055666,6,5221,0.172926,0.195063738,1702.533299,0.230753439,0,53
4/26/2022,18,34871,595,Employed,Bachelor,0,25260,96,Married,2,Rent,443,0.494447297,4,2,0.429392109,0,Home,1,25,4,9781,323,56414,151133,2905.916667,0.90068281,9,10203,0.26276,0.29442875,686.7957206,0.388791507,0,67
4/27/2022,25,58201,548,Self-Employed,Associate,2,29435,36,Single,4,Own,489,0.241652873,3,0,0.093837274,0,Debt Consolidation,0,25,14,7116,270,33195,139653,4850.083333,0.743295171,5,1461,0.240435,0.250103207,1170.491152,0.342157245,0,53
4/28/2022,28,240503,550,Employed,High School,6,9151,36,Married,1,Rent,338,0.161157719,5,0,0.153487337,0,Other,0,28,16,15043,2065,190727,91573,20041.91667,0.83709451,13,99154,0.219151,0.223917818,351.3382922,0.034394829,1,36
4/29/2022,23,52224,560,Employed,Doctorate,0,36036,48,Single,0,Mortgage,519,0.080514642,1,0,0.248522388,0,Debt Consolidation,0,19,20,3621,298,45134,33339,4352,0.898252907,6,11795,0.251036,0.215386479,1126.346479,0.378066746,0,51
4/30/2022,20,73944,522,Employed,Doctorate,0,11335,48,Married,3,Own,238,0.354382411,1,0,0.221208663,0,Home,0,24,6,9465,802,157569,19084,6162,0.613019756,8,138485,0.245335,0.258305092,381.1055934,0.100471534,1,40
5/1/2022,44,55445,499,Employed,High School,21,10920,108,Married,2,Mortgage,1282,0.199079302,7,0,0.359511467,0,Home,0,22,5,5018,1614,20825,51476,4620.416667,0.82226746,4,10895,0.30642,0.265925196,267.0236439,0.335256267,0,55
5/2/2022,37,22456,633,Employed,Bachelor,18,17911,36,Divorced,0,Rent,235,0.2054984,3,2,0.327392076,0,Auto,0,19,26,2287,1466,366779,21394,1871.333333,0.858732569,7,345385,0.186411,0.176451983,644.3421123,0.469901378,1,37.6
5/3/2022,44,66143,494,Unemployed,Bachelor,21,17737,60,Married,0,Rent,265,0.157601491,3,1,0.195803598,1,Education,1,21,21,9113,478,55471,40781,5511.916667,0.732195289,4,14690,0.275737,0.27043821,542.0697553,0.146422706,0,70
5/4/2022,48,47201,608,Employed,High School,25,22338,24,Married,0,Rent,87,0.273270439,2,2,0.148552074,0,Home,0,28,8,2207,314,432125,400522,3933.416667,0.698510057,5,31603,0.193338,0.1917124,1127.887025,0.308863039,0,49
5/5/2022,43,37094,480,Employed,High School,17,23822,36,Married,0,Rent,173,0.163986925,1,1,0.525692415,0,Debt Consolidation,0,30,29,724,1623,60219,57500,3091.166667,0.9082814,3,2719,0.268822,0.3225864,1040.975999,0.392724214,0,58
5/6/2022,47,31443,594,Self-Employed,Associate,28,51430,60,Married,2,Mortgage,345,0.06833163,1,0,0.169980436,0,Debt Consolidation,0,28,25,745,739,7231,37699,2620.25,0.777198851,2,9583,0.25943,0.278241796,1595.864511,0.740717302,0,53
5/7/2022,39,71767,601,Employed,Associate,18,13959,72,Divorced,2,Own,361,0.17442942,4,1,0.297512338,0,Auto,0,20,18,7808,990,20186,45652,5980.583333,0.515941028,1,6422,0.228459,0.200218904,334.5346464,0.116298797,1,38.4
5/8/2022,25,20133,571,Employed,High School,1,37506,48,Single,3,Other,386,0.313937436,2,0,0.27229995,0,Home,0,20,2,9063,2369,38409,36749,1677.75,0.663586642,5,1660,0.247006,0.21880022,1179.225337,0.93293121,0,58
5/9/2022,52,259148,560,Self-Employed,Master,29,10522,72,Divorced,1,Rent,499,0.164958027,2,3,0.161121376,0,Debt Consolidation,0,19,2,2127,1249,14633,3422,21595.66667,0.617856526,8,11211,0.245522,0.216073233,261.9301823,0.035235318,1,43.2
5/10/2022,32,47309,524,Employed,Associate,9,11866,96,Married,0,Mortgage,553,0.694397541,2,1,0.140749009,0,Education,0,22,24,1888,678,11952,13167,3942.416667,0.885907299,9,10906,0.284866,0.277676498,308.9411907,0.218632698,0,53
5/11/2022,28,24184,565,Employed,Bachelor,7,13764,96,Married,0,Rent,454,0.548479716,3,1,0.098798428,0,Debt Consolidation,0,30,20,5143,173,50246,39416,2015.333333,0.460376422,7,10830,0.266264,0.252412466,334.9179057,0.391457777,0,53
5/12/2022,37,31389,428,Employed,High School,16,8390,36,Married,0,Rent,314,0.092974604,4,1,0.067798833,1,Home,0,32,17,2452,4422,25601,15571,2615.75,0.582745821,2,10030,0.27939,0.238924945,328.6902348,0.245700176,0,62
5/13/2022,29,34144,569,Employed,Bachelor,4,27551,36,Married,4,Rent,235,0.366485515,3,1,0.370814287,0,Education,0,20,17,3302,1622,124773,41302,2845.333333,0.75233441,6,83471,0.228051,0.264967791,1117.350707,0.475287268,0,53
5/14/2022,34,200705,618,Employed,Associate,12,40528,60,Married,0,Mortgage,376,0.326678409,4,1,0.441935811,0,Debt Consolidation,0,32,29,20141,840,116484,15853,16725.41667,0.75292371,3,100631,0.236528,0.274247518,1247.84513,0.097088471,1,37.6
5/15/2022,44,28979,595,Employed,Bachelor,21,34662,60,Married,1,Mortgage,262,0.170815071,6,1,0.038079521,0,Auto,0,26,4,3422,1678,29171,56950,2414.916667,0.883864494,4,6453,0.242162,0.232737867,982.5981829,0.51537935,0,54
5/16/2022,44,49133,533,Employed,Bachelor,22,10188,48,Married,3,Mortgage,785,0.227727978,4,0,0.220190418,0,Home,0,17,6,2395,2121,103968,24844,4094.416667,0.8411252,6,79124,0.238688,0.210329822,315.6592627,0.268819554,1,42.4
5/17/2022,29,35450,574,Employed,Bachelor,9,68867,36,Married,4,Rent,420,0.352046216,3,0,0.120069703,0,Home,0,16,29,325,4582,137630,33693,2954.166667,0.781190868,6,103937,0.266867,0.218982314,2626.437613,1.031234171,0,47
5/18/2022,34,47778,523,Employed,Associate,10,23290,60,Married,0,Own,317,0.255936105,2,0,0.318822235,0,Education,1,19,27,1172,351,20550,96379,3981.5,0.530880877,4,6174,0.26679,0.227378297,653.0527241,0.243640016,0,61
5/19/2022,52,34220,542,Employed,Bachelor,28,47688,48,Married,0,Other,216,0.248273063,2,0,0.250928071,0,Education,0,26,19,4393,152,218310,22183,2851.666667,0.735409388,9,196127,0.271688,0.2173504,1495.610532,0.600214097,0,49
5/20/2022,45,30683,603,Employed,Master,18,20543,24,Divorced,0,Own,506,0.432940992,4,1,0.273269229,0,Home,0,32,21,2764,1316,29227,455406,2556.916667,0.778820143,7,3059,0.194043,0.197172552,1042.717139,0.605697151,0,51
5/21/2022,64,52109,610,Employed,Bachelor,44,20653,60,Single,0,Mortgage,454,0.166035757,3,1,0.377934839,0,Home,0,24,2,12803,4958,35032,19759,4342.416667,0.794986995,7,15273,0.220653,0.237947824,591.6872439,0.240807671,0,54
5/22/2022,54,37016,595,Employed,High School,30,18252,60,Single,1,Own,467,0.256812184,5,1,0.078561404,0,Debt Consolidation,0,20,13,958,2240,21717,7972,3084.666667,0.927583799,5,13745,0.225752,0.235703529,520.5310554,0.320141903,0,51
5/23/2022,53,41301,655,Employed,Bachelor,33,61872,48,Widowed,2,Other,321,0.319564321,4,2,0.254684967,0,Education,1,17,25,3640,761,57498,55084,3441.75,0.713033031,3,2414,0.229372,0.232058266,1990.07243,0.671481784,0,53
5/24/2022,23,25270,562,Employed,High School,0,44086,72,Divorced,2,Own,169,0.248442772,6,1,0.393409404,0,Education,0,17,5,4420,1030,28578,4621,2105.833333,0.965978277,9,23957,0.278086,0.310349116,1355.842175,0.724103922,0,58
5/25/2022,49,125145,648,Employed,Master,25,21393,24,Married,1,Own,532,0.250909902,3,1,0.100272631,0,Auto,0,26,18,854,2125,110070,33775,10428.75,0.94653799,4,76295,0.172393,0.2068716,1096.008765,0.156107756,1,34.4
5/26/2022,39,43302,637,Self-Employed,Bachelor,21,18758,48,Single,2,Mortgage,511,0.209587414,4,1,0.025732558,0,Auto,1,23,6,5591,8389,13980,14222,3608.5,0.876653077,6,6952,0.195258,0.206061469,576.8881765,0.301479334,0,59
5/27/2022,33,22899,609,Self-Employed,Associate,11,31968,108,Divorced,0,Mortgage,290,0.578749684,3,2,0.291637828,0,Auto,0,23,29,5836,667,42251,8348,1908.25,0.865243071,2,33903,0.272468,0.319319434,903.6594209,0.625525702,0,55
5/28/2022,42,30963,539,Employed,High School,21,8675,36,Married,3,Rent,613,0.30525042,0,2,0.318829199,0,Education,0,23,10,3098,4038,12201,20650,2580.25,0.766210257,4,4848,0.224175,0.21792465,330.3715229,0.36561245,0,55
5/29/2022,51,54690,539,Employed,Associate,30,7429,36,Widowed,3,Mortgage,557,0.080162724,1,0,0.175500358,0,Auto,1,20,11,8136,1224,92910,16550,4557.5,0.889947839,3,76360,0.222929,0.257118044,298.1796833,0.187642278,0,53
5/30/2022,46,28924,625,Employed,Master,23,13121,48,Single,1,Mortgage,770,0.232968789,3,3,0.465015688,0,Auto,0,25,23,11664,1127,34898,10204,2410.333333,0.709861313,4,24694,0.195621,0.193896594,395.0224705,0.483344961,0,55
5/31/2022,29,94500,585,Employed,High School,4,26577,36,Single,0,Mortgage,529,0.128426082,4,0,0.024684474,0,Debt Consolidation,0,25,1,16204,1439,28554,19643,7875,0.909652821,2,8911,0.219077,0.253094521,1061.051487,0.2019113,0,52
6/1/2022,48,92461,642,Employed,Associate,26,37447,36,Married,5,Mortgage,409,0.513639662,3,1,0.051949307,0,Auto,0,27,27,4218,695,49531,64780,7705.083333,0.822434266,5,5978,0.201447,0.17023345,1335.522804,0.226411932,1,37.6
6/2/2022,32,120749,630,Employed,Master,9,11823,96,Divorced,3,Own,666,0.311934365,4,1,0.353298908,0,Auto,0,33,7,4981,492,115322,21492,10062.41667,0.773490679,5,93830,0.231823,0.224938018,266.4212737,0.092663751,1,38.4
6/3/2022,42,64564,610,Employed,Associate,19,47531,36,Widowed,0,Rent,461,0.706579047,3,1,0.318501193,0,Other,1,33,27,11165,2284,13449,15404,5380.333333,0.702495391,4,10230,0.227531,0.238468521,1860.956836,0.431563751,0,59
6/4/2022,36,15000,550,Employed,Associate,13,16846,24,Married,1,Mortgage,570,0.386634048,3,0,0.278419518,0,Education,0,21,23,354,1329,99711,22501,1250,0.593970091,5,77210,0.216846,0.227431377,880.133893,1.160107114,0,52
6/5/2022,37,127666,581,Employed,Bachelor,17,27264,84,Single,0,Mortgage,192,0.166329347,4,0,0.330352613,0,Education,0,24,28,1842,841,143980,48172,10638.83333,0.951713465,3,95808,0.261764,0.267749662,721.3354149,0.085849208,1,39.2
6/6/2022,49,30535,620,Employed,Associate,24,16817,48,Single,0,Own,537,0.47894383,3,0,0.333156074,0,Home,0,23,25,3050,521,45443,14463,2544.583333,0.955766853,3,30980,0.201817,0.176134684,490.6091659,0.403841821,0,53
6/7/2022,27,26488,602,Employed,High School,4,20777,60,Divorced,0,Own,388,0.244680905,5,1,0.299089662,0,Auto,0,24,7,1933,231,75534,27210,2207.333333,0.826799554,2,48324,0.224777,0.246040292,605.0186444,0.449872536,0,52
6/8/2022,63,57159,634,Employed,High School,40,54347,48,Married,2,Other,578,0.093387979,1,1,0.464788787,0,Auto,0,26,25,10967,950,15711,94946,4763.25,0.907862953,7,8851,0.232347,0.24680215,1792.310827,0.497624695,0,52
6/9/2022,18,104401,577,Employed,Bachelor,0,16847,96,Divorced,0,Own,432,0.397936175,4,3,0.352980391,0,Home,0,26,28,19553,904,32167,49171,8700.083333,0.656284587,4,5275,0.263347,0.274882756,435.4162688,0.099702064,1,42.4
6/10/2022,32,94098,527,Employed,Master,10,13757,36,Married,1,Rent,438,0.080448798,4,1,0.382202832,0,Debt Consolidation,0,25,29,962,1132,13828,40873,7841.5,0.800537661,6,2924,0.235257,0.26405122,557.2512211,0.126921025,1,41.6
6/11/2022,44,88302,497,Employed,High School,22,30740,60,Single,0,Rent,379,0.428504416,4,1,0.732350895,0,Auto,0,21,8,5885,2676,37617,23332,7358.5,0.842092899,5,14285,0.28724,0.291433215,978.4290101,0.184470885,0,59
6/12/2022,47,41020,539,Employed,High School,28,35847,72,Married,0,Mortgage,193,0.313908518,1,0,0.402349059,0,Debt Consolidation,0,35,22,2228,867,222919,5857,3418.333333,0.869531631,5,217062,0.281347,0.278014458,1028.13895,0.357232262,0,53
6/13/2022,38,39357,564,Employed,Associate,19,10363,36,Married,3,Mortgage,443,0.219237516,1,1,0.565589743,0,Other,1,26,17,3095,7284,98747,17452,3279.75,0.836327215,7,81295,0.213363,0.215688713,393.4600862,0.255037758,0,63
6/14/2022,39,67717,637,Unemployed,Master,18,26469,72,Married,2,Rent,487,0.402540857,3,2,0.397886589,0,Home,0,19,13,1879,510,38399,16589,5643.083333,0.745497931,10,21810,0.222969,0.20319817,638.9238152,0.199522805,0,55
6/15/2022,44,44248,616,Employed,High School,20,28806,72,Divorced,1,Mortgage,385,0.222524265,5,1,0.017461932,0,Debt Consolidation,0,28,2,5723,404,47219,27991,3687.333333,0.809854362,5,19228,0.235806,0.253140826,781.5132631,0.316356878,0,52
6/16/2022,37,87714,575,Employed,Master,16,52710,108,Married,0,Mortgage,551,0.286279128,4,1,0.343615474,0,Debt Consolidation,0,24,22,1633,2112,134766,15284,7309.5,0.942422795,6,119482,0.31021,0.284575409,1358.038967,0.261172305,0,49
6/17/2022,56,66782,587,Employed,High School,36,18012,96,Married,3,Mortgage,347,0.114054876,3,2,0.463301358,0,Debt Consolidation,0,26,20,8163,95,24783,21677,5565.166667,0.753486922,5,3106,0.259512,0.247767607,432.7343942,0.140109801,0,55
6/18/2022,50,87467,646,Employed,Master,29,43192,48,Single,4,Mortgage,257,0.199804079,5,1,0.184195513,0,Auto,1,24,10,6834,763,39340,31653,7288.916667,0.917671999,1,7687,0.215192,0.22523741,1373.121211,0.223643826,0,51
6/19/2022,50,15000,573,Employed,Bachelor,28,23876,60,Married,1,Rent,353,0.068690974,1,0,0.367892009,0,Home,0,25,2,1347,4333,70922,6300,1250,0.734670408,3,64622,0.242376,0.259880588,714.6898658,0.854151893,0,57
6/20/2022,28,57817,537,Employed,Bachelor,6,18964,96,Married,0,Mortgage,644,0.450627793,2,0,0.343920281,0,Home,0,22,12,2153,268,155853,42449,4818.083333,0.984384252,5,113404,0.285464,0.255581755,465.4529386,0.230268524,0,51
6/21/2022,39,41462,534,Employed,Associate,12,15195,12,Single,2,Other,298,0.40599712,1,2,0.283006874,0,Home,0,23,6,12153,1796,42771,8236,3455.166667,0.841005063,2,34535,0.213195,0.191213164,1401.199133,0.491784998,0,56
6/22/2022,36,53736,574,Unemployed,Bachelor,11,28233,60,Married,0,Rent,554,0.272430466,3,1,0.489663882,0,Home,0,24,18,6452,1206,16387,15865,4478,0.892226501,4,1219,0.246233,0.221192139,781.6796129,0.29827593,0,59
6/23/2022,27,24781,553,Employed,High School,2,12283,36,Married,0,Rent,447,0.297615882,3,1,0.182862323,0,Home,0,20,4,4329,2289,45370,5298,2065.083333,0.851175037,5,40072,0.220783,0.215551291,466.2711851,0.442244228,0,55
6/24/2022,44,19001,524,Self-Employed,High School,19,12756,60,Single,1,Other,357,0.130235797,0,2,0.388392623,0,Debt Consolidation,0,22,10,4669,2685,34376,8785,1583.416667,0.90063386,7,25591,0.255756,0.285921779,401.738024,0.479177743,0,58
6/25/2022,33,62123,586,Employed,Associate,12,29806,72,Single,0,Own,608,0.099557943,4,2,0.314639316,0,Other,0,23,6,4186,2066,30899,6863,5176.916667,0.725888991,9,24036,0.251806,0.251125239,804.9487435,0.272932488,0,55
6/26/2022,47,48003,517,Employed,Master,27,55474,60,Single,4,Mortgage,352,0.411092955,2,0,0.450106067,0,Education,0,23,23,7217,3840,78827,42075,4000.25,0.945002643,4,36752,0.301974,0.340473309,1935.082796,0.571734966,0,58
6/27/2022,27,72485,479,Employed,Bachelor,7,10836,120,Divorced,3,Other,473,0.291138471,2,1,0.211796764,0,Auto,0,21,9,2897,1448,16709,22983,6040.416667,0.865321121,2,7186,0.326336,0.300841396,286.3300533,0.125708224,0,53
6/28/2022,60,42179,587,Employed,Bachelor,35,15272,48,Married,0,Rent,756,0.067361879,1,1,0.015852283,0,Home,0,29,18,4099,1552,113203,21624,3514.916667,0.898233799,5,91579,0.216772,0.238099616,496.2921167,0.356279319,0,48
6/29/2022,29,118983,525,Employed,Bachelor,8,25501,60,Married,4,Rent,940,0.30410399,4,2,0.415519411,0,Home,0,21,2,8149,1065,80407,598570,9915.25,0.76673201,5,2812,0.268001,0.305432095,833.5728429,0.178873235,0,59
6/30/2022,42,79121,605,Self-Employed,High School,22,16709,48,Married,1,Own,286,0.337210077,5,1,0.19697094,0,Education,0,27,14,1679,1499,58211,31066,6593.416667,0.713299371,4,27145,0.209209,0.199448382,507.9699775,0.120418596,1,40
7/1/2022,49,85443,611,Employed,Master,27,8603,108,Single,2,Rent,576,0.248581155,6,1,0.662984696,0,Home,0,18,21,10742,697,37226,8462,7120.25,0.491099432,6,28764,0.248103,0.233646979,191.3481988,0.107769839,1,43.2
7/2/2022,33,44621,503,Self-Employed,Bachelor,11,14365,96,Single,2,Rent,793,0.082215125,1,0,0.269503934,1,Debt Consolidation,0,25,18,3208,1032,7238,7354,3718.416667,0.813772362,7,3394,0.297865,0.291689133,387.8436732,0.31756626,0,67
7/3/2022,50,94581,555,Employed,Bachelor,27,28136,120,Married,2,Mortgage,888,0.516253167,3,0,0.177084939,0,Debt Consolidation,0,27,19,1857,552,28692,6790,7881.75,0.819214119,6,21902,0.305636,0.270752367,681.6825843,0.199154069,0,50
7/4/2022,25,47643,539,Employed,Associate,2,19148,120,Married,0,Own,356,0.092520016,2,2,0.215225368,0,Debt Consolidation,0,20,20,2292,2164,184530,41974,3970.25,0.826029072,6,142556,0.304648,0.297451464,501.1748417,0.215899463,0,48
7/5/2022,57,79011,551,Unemployed,Doctorate,36,26462,84,Married,4,Rent,297,0.207300404,7,1,0.65686031,0,Home,0,22,10,31840,297,32137,17172,6584.25,0.625956127,3,14965,0.275962,0.301657239,759.5786622,0.160470617,0,61
7/6/2022,40,200819,639,Self-Employed,Master,16,11135,96,Married,0,Mortgage,518,0.470758434,2,0,0.427344458,0,Debt Consolidation,0,13,12,3831,383,83388,16451,8629.666667,0.617004601,5,66937,0.226635,0.234197991,257.5963511,0.089875586,1,42.4
7/7/2022,32,104878,619,Self-Employed,Bachelor,11,26056,24,Single,2,Mortgage,515,0.619257932,6,1,0.224058945,0,Debt Consolidation,0,23,5,773,1479,21945,20778,8739.833333,0.6956452,4,1167,0.191556,0.174201513,1293.534026,0.206930036,1,44
7/8/2022,36,20852,527,Employed,Associate,14,7726,36,Married,3,Mortgage,234,0.140481314,4,3,0.277531108,0,Home,0,18,4,2440,171,134024,24873,1737.666667,0.778405968,5,109151,0.229226,0.236522749,301.7042405,0.308289415,0,52
7/9/2022,49,28524,509,Unemployed,Bachelor,25,32555,84,Married,3,Other,549,0.201714089,2,0,0.196002234,0,Home,0,28,15,2325,690,73311,77246,2377,0.935538988,10,1860,0.303055,0.318254975,971.1384716,0.639519761,0,55
7/10/2022,32,30457,538,Employed,Bachelor,11,43647,60,Married,1,Mortgage,616,0.288718882,2,0,0.099339024,0,Auto,1,25,9,3760,2927,78219,40173,2538.083333,0.743759813,4,38046,0.279647,0.332914034,1501.624189,0.834339898,0,58
7/11/2022,31,15000,578,Employed,Associate,10,10975,84,Single,2,Own,482,0.175563855,6,3,0.212580085,0,Debt Consolidation,0,30,24,255,1091,55668,60958,1250,0.848474913,5,9875,0.246975,0.25884151,284.0293684,0.612823495,0,53
7/12/2022,37,42884,597,Employed,Associate,13,16548,72,Divorced,0,Rent,450,0.323871927,4,2,0.291275745,0,Other,0,25,14,2715,881,89725,27309,3573.666667,0.748752079,8,62416,0.233048,0.220003482,415.7905758,0.242269539,0,51
7/13/2022,25,57304,607,Employed,Associate,4,10496,24,Single,3,Own,287,0.180362397,3,0,0.096581654,0,Home,0,24,9,2009,3200,63054,43035,4775.333333,0.799814243,6,20019,0.181996,0.165945982,516.9037588,0.168345056,1,37.6
7/14/2022,61,59675,577,Employed,Bachelor,39,23061,96,Divorced,3,Rent,210,0.126493688,3,1,0.131371257,0,Auto,0,22,2,1765,2770,205647,12369,4972.916667,0.695521727,4,193278,0.269561,0.263065794,577.5740856,0.158372669,0,49
7/15/2022,33,34875,608,Employed,Associate,9,23776,72,Married,1,Mortgage,434,0.262439213,3,0,0.653025732,0,Auto,0,27,5,4433,1381,17649,4817,2906.25,0.722852029,5,12832,0.234776,0.276061983,678.9986047,0.382967262,0,58
